Respondent ID,Age Group,Education,Income Bracket,Living Area,Prior ADR Exposure,Tech Familiarity (1-5),General ADR Attitude (1-5),Privacy Concerns,Safety Concerns,Job Displacement,Public Space Impact,Reliability Concerns
787,31-45,Bachelor's,100k-150k,Urban,None,3.4,2.0,4.8,3.7,4.8,3.3,2.9
788,31-45,Some College,60k-100k,Rural,None,2.6,2.3,4.1,4.4,4.2,2.7,2.7
789,31-45,Bachelor's,60k-100k,Urban,Seen,4.2,2.7,3.4,3.3,3.6,3.2,2.5
790,31-45,Bachelor's,60k-100k,Urban,None,2.1,2.7,3.2,3.4,4.9,2.7,2.1
791,31-45,High School,30k-60k,Urban,Seen,4.2,2.8,3.5,4.0,4.3,2.9,3.1
792,31-45,Bachelor's,60k-100k,Urban,Seen,3.2,3.2,3.8,3.9,4.3,2.7,3.1
793,31-45,Some College,60k-100k,Urban,Seen,4.1,2.9,4.3,2.9,3.7,2.9,2.5
794,31-45,High School,>150k,Urban,Seen,3.2,3.1,4.3,3.5,4.2,3.2,1.0
795,31-45,Some College,60k-100k,Suburban,None,3.3,3.1,5.0,4.1,3.9,2.6,2.6
796,31-45,Bachelor's,>150k,Urban,None,4.7,3.1,3.0,4.3,4.4,2.3,3.0
797,31-45,High School,30k-60k,Suburban,Seen,2.9,3.5,3.7,4.4,3.8,3.9,2.6
798,31-45,High School,60k-100k,Urban,Interacted,2.3,4.3,3.9,3.5,4.2,3.6,2.5
799,31-45,Some College,30k-60k,Urban,None,4.0,3.4,2.8,3.1,4.1,3.7,2.0
800,31-45,Bachelor's,100k-150k,Urban,Seen,3.8,3.4,4.6,4.1,4.5,2.6,2.6
801,31-45,Some College,60k-100k,Urban,Seen,3.8,3.1,3.6,4.0,4.1,2.3,2.1
802,31-45,Bachelor's,100k-150k,Suburban,Seen,3.6,3.3,3.5,4.2,4.7,2.9,3.1
803,31-45,High School,60k-100k,Suburban,Seen,4.5,4.2,4.2,4.1,5.0,3.6,2.2
804,31-45,Some College,<30k,Rural,Interacted,3.2,3.1,4.1,3.3,4.1,3.9,2.8
805,31-45,High School,>150k,Urban,None,3.3,2.6,4.2,3.8,4.5,2.5,3.1
806,31-45,Some College,100k-150k,Suburban,Seen,2.8,2.3,3.5,3.8,4.2,3.9,2.1
807,31-45,Bachelor's,>150k,Suburban,Seen,3.8,3.5,3.7,3.8,4.2,2.4,2.6
808,31-45,Bachelor's,>150k,Suburban,None,4.1,2.9,2.9,4.1,4.1,2.8,3.1
809,31-45,Bachelor's,100k-150k,Suburban,None,5.0,2.5,3.3,3.7,3.9,3.5,3.2
810,31-45,Some College,60k-100k,Suburban,None,5.0,2.7,3.5,3.2,4.5,3.8,2.8
811,31-45,Bachelor's,60k-100k,Urban,None,4.1,3.9,4.2,3.2,4.4,3.2,2.5
812,31-45,Some College,60k-100k,Suburban,Interacted,3.8,4.3,3.7,3.8,4.2,3.2,2.5
813,31-45,High School,60k-100k,Urban,Seen,4.6,3.4,3.9,3.6,4.6,3.1,3.1
814,31-45,Some College,30k-60k,Urban,Interacted,4.1,4.7,3.4,3.3,4.3,3.0,2.5
815,31-45,Some College,60k-100k,Urban,Seen,3.0,3.7,4.2,3.9,3.9,3.4,3.3
816,31-45,High School,60k-100k,Suburban,None,3.6,3.6,4.3,3.7,4.1,3.2,2.2
817,31-45,Bachelor's,<30k,Urban,Seen,4.6,4.0,3.3,4.8,3.4,2.9,2.9
818,31-45,High School,30k-60k,Rural,None,4.1,3.6,5.0,3.4,4.0,4.1,2.6
819,31-45,Graduate Degree,<30k,Urban,None,2.4,3.1,3.2,4.2,3.8,2.5,2.8
820,31-45,Bachelor's,30k-60k,Urban,Seen,2.9,3.5,2.4,3.5,3.7,3.5,3.2
821,31-45,Bachelor's,60k-100k,Suburban,Interacted,3.4,3.6,3.6,5.0,5.0,3.4,2.9
822,31-45,High School,30k-60k,Suburban,None,4.3,3.2,3.5,3.8,4.4,3.7,2.0
823,31-45,Graduate Degree,60k-100k,Urban,None,3.9,3.2,3.7,4.4,4.0,2.1,2.7
824,31-45,High School,30k-60k,Urban,None,3.9,3.1,4.1,3.9,3.6,3.7,2.8
825,31-45,Bachelor's,100k-150k,Rural,Interacted,3.6,3.3,4.0,3.8,4.2,2.1,2.6
826,31-45,High School,>150k,Urban,Seen,2.8,3.8,3.5,3.4,4.4,3.8,3.4
827,31-45,Graduate Degree,30k-60k,Suburban,Interacted,4.3,4.3,3.6,3.4,5.0,3.3,2.1
828,31-45,Some College,60k-100k,Suburban,None,2.6,3.1,3.8,4.4,4.1,2.1,2.9
829,31-45,High School,60k-100k,Suburban,Interacted,3.3,3.3,3.8,4.5,4.5,3.7,2.4
830,31-45,Graduate Degree,60k-100k,Suburban,Seen,3.3,4.1,3.8,3.7,5.0,3.1,2.6
831,31-45,Bachelor's,30k-60k,Urban,Seen,2.4,2.5,3.6,3.2,4.3,3.3,3.5
832,31-45,High School,>150k,Suburban,Interacted,3.1,3.3,4.2,3.2,4.6,3.1,1.9
833,31-45,Some College,<30k,Suburban,Seen,3.6,3.2,3.3,3.7,3.8,3.2,3.0
834,31-45,Bachelor's,30k-60k,Suburban,Interacted,4.1,3.4,3.9,4.5,4.7,2.7,3.9
835,31-45,Bachelor's,60k-100k,Urban,Seen,4.3,4.2,4.2,3.7,5.0,2.4,3.1
836,31-45,Some College,100k-150k,Urban,None,3.2,2.7,3.8,3.6,4.2,2.9,3.5
837,31-45,Graduate Degree,100k-150k,Suburban,Seen,3.0,3.2,3.5,4.9,4.6,3.0,2.7
838,31-45,Some College,60k-100k,Urban,Interacted,4.9,4.5,2.7,2.9,4.2,2.9,3.6
839,31-45,Bachelor's,30k-60k,Urban,Seen,3.9,3.6,4.5,3.0,4.8,3.1,2.8
840,31-45,Some College,<30k,Rural,None,2.8,3.0,3.3,4.2,4.6,2.8,2.4
841,31-45,Some College,30k-60k,Urban,None,3.5,3.6,4.1,3.4,4.3,3.1,2.4
842,31-45,Bachelor's,60k-100k,Urban,Seen,3.8,3.3,3.9,3.3,4.2,3.7,3.3
843,31-45,Bachelor's,100k-150k,Urban,None,3.7,3.9,3.8,2.8,4.6,2.9,3.5
844,31-45,Some College,100k-150k,Urban,Seen,4.2,3.3,4.0,3.0,4.3,2.1,2.7
845,31-45,Graduate Degree,<30k,Suburban,Seen,3.8,3.6,4.1,3.6,4.2,3.0,3.3
846,31-45,Bachelor's,60k-100k,Rural,Seen,2.9,2.2,3.5,2.5,3.9,2.9,1.9
847,31-45,Graduate Degree,<30k,Rural,None,2.6,3.2,5.0,3.5,4.0,3.6,1.8
848,31-45,Bachelor's,<30k,Urban,None,3.6,3.2,3.7,3.3,4.1,2.6,3.0
849,31-45,Some College,60k-100k,Suburban,Interacted,4.0,3.9,3.6,3.6,4.1,3.2,3.0
850,31-45,Some College,>150k,Urban,None,3.1,3.3,3.7,3.8,5.0,2.3,2.7
851,31-45,Bachelor's,30k-60k,Rural,Interacted,4.3,3.5,3.6,3.0,4.2,2.3,3.0
852,31-45,Bachelor's,<30k,Suburban,None,3.9,2.8,3.9,3.4,3.4,3.6,2.6
853,31-45,High School,60k-100k,Rural,Interacted,3.5,3.3,3.5,2.3,4.2,3.5,4.1
854,31-45,Bachelor's,30k-60k,Urban,Interacted,3.4,4.2,4.0,3.4,4.8,3.2,2.4
855,31-45,Bachelor's,60k-100k,Urban,None,3.8,3.9,3.8,4.2,4.2,3.1,2.1
856,31-45,Bachelor's,100k-150k,Suburban,Seen,3.9,4.0,3.8,4.0,4.0,3.1,2.8
857,31-45,Bachelor's,60k-100k,Urban,None,3.8,2.9,3.8,4.5,4.2,4.2,2.2
858,31-45,High School,>150k,Urban,Interacted,4.3,4.2,3.6,4.0,3.4,2.6,3.0
859,31-45,High School,30k-60k,Rural,Seen,4.0,4.6,4.1,4.1,4.1,2.7,2.1
860,31-45,Some College,100k-150k,Suburban,Interacted,3.6,4.0,3.2,4.2,4.0,2.9,3.9
861,31-45,Some College,60k-100k,Suburban,None,5.0,3.5,4.5,3.2,4.5,3.3,2.4
862,31-45,Graduate Degree,60k-100k,Rural,Seen,3.8,3.2,4.8,3.6,4.9,2.7,2.1
863,31-45,Some College,60k-100k,Rural,Seen,4.5,3.8,3.3,2.8,4.8,2.8,4.1
864,31-45,High School,60k-100k,Urban,None,4.5,2.9,4.0,3.6,4.2,2.0,2.7
865,31-45,Bachelor's,30k-60k,Urban,None,3.0,3.1,3.9,4.0,3.6,2.7,3.0
866,31-45,Bachelor's,30k-60k,Urban,Seen,4.4,2.2,3.2,3.3,4.8,2.9,3.5
867,31-45,Bachelor's,30k-60k,Urban,None,3.7,4.0,2.8,4.0,5.0,2.7,4.0
868,31-45,Bachelor's,60k-100k,Suburban,None,3.2,3.1,4.0,3.6,4.7,3.8,2.6
869,31-45,Graduate Degree,<30k,Suburban,Seen,3.1,2.8,3.9,3.4,3.3,2.7,2.9
870,31-45,Bachelor's,60k-100k,Suburban,Seen,2.2,2.3,3.8,3.6,4.6,2.7,2.6
871,31-45,Bachelor's,60k-100k,Suburban,Seen,4.2,3.9,3.3,3.7,4.0,3.5,3.2
872,31-45,Bachelor's,60k-100k,Suburban,Interacted,3.9,3.8,3.7,3.2,3.5,3.2,2.7
873,31-45,Some College,60k-100k,Suburban,None,3.4,2.5,3.5,3.6,4.2,3.1,3.0
874,31-45,Some College,100k-150k,Suburban,Seen,3.3,3.0,4.7,4.8,4.7,3.1,2.4
875,31-45,Bachelor's,>150k,Urban,Seen,4.7,3.4,4.1,3.1,4.4,3.4,2.9
876,31-45,Some College,30k-60k,Suburban,Seen,4.4,3.7,4.0,3.6,4.1,2.4,2.3
877,31-45,Graduate Degree,60k-100k,Suburban,None,4.4,2.7,3.1,3.8,5.0,3.7,2.4
878,31-45,Graduate Degree,30k-60k,Suburban,Seen,4.3,3.6,3.1,3.3,4.6,3.6,2.9
879,31-45,High School,<30k,Rural,None,4.7,3.5,4.0,3.8,4.4,3.3,1.8
880,31-45,Some College,30k-60k,Suburban,None,3.0,3.1,4.2,3.4,4.2,3.0,3.3
881,31-45,High School,30k-60k,Suburban,Seen,4.2,3.4,3.5,3.4,4.4,3.3,2.2
882,31-45,Graduate Degree,30k-60k,Suburban,Seen,3.3,3.7,2.9,2.8,3.9,2.7,2.8
883,31-45,Bachelor's,<30k,Rural,None,3.4,2.5,3.9,3.6,5.0,3.0,2.2
884,31-45,Graduate Degree,<30k,Suburban,Seen,2.4,3.2,3.7,4.0,5.0,2.7,3.0
885,31-45,Graduate Degree,100k-150k,Rural,None,4.3,2.6,4.2,3.1,4.2,2.3,3.0
886,31-45,Some College,<30k,Suburban,None,2.8,2.7,3.1,4.2,4.0,3.4,3.5
887,31-45,Bachelor's,30k-60k,Urban,Seen,4.9,4.3,3.6,3.5,3.8,3.5,1.5
888,31-45,Graduate Degree,30k-60k,Urban,Interacted,4.1,3.3,3.9,4.7,3.5,4.1,3.2
889,31-45,High School,100k-150k,Urban,None,3.3,3.7,3.7,3.7,5.0,2.7,3.1
890,31-45,Some College,30k-60k,Suburban,Interacted,4.6,3.6,4.7,4.6,4.1,2.4,2.6
891,31-45,Bachelor's,30k-60k,Rural,Seen,3.3,3.8,4.2,3.7,4.7,3.6,3.4
892,31-45,High School,<30k,Urban,None,4.6,3.3,3.5,2.8,3.7,2.9,2.9
893,31-45,High School,>150k,Rural,Interacted,4.7,3.8,3.7,3.4,4.8,2.8,3.7
894,31-45,Bachelor's,60k-100k,Suburban,Seen,3.3,3.3,4.0,3.9,4.5,2.9,2.1
895,31-45,Graduate Degree,<30k,Suburban,Interacted,3.1,3.6,3.6,3.7,3.4,3.2,2.6
896,31-45,Graduate Degree,60k-100k,Rural,Seen,3.5,3.7,3.0,3.5,5.0,3.1,3.4
897,31-45,High School,100k-150k,Suburban,None,4.5,4.3,3.8,3.4,4.9,2.4,2.5
898,31-45,High School,100k-150k,Suburban,Seen,2.0,3.1,4.0,3.6,4.4,3.1,2.3
899,31-45,High School,60k-100k,Suburban,Interacted,3.9,3.7,4.0,3.6,4.0,2.2,2.3
900,31-45,High School,30k-60k,Suburban,None,3.5,3.7,4.1,4.7,4.3,3.1,2.7
901,31-45,Bachelor's,<30k,Urban,None,4.1,3.9,3.6,3.5,4.3,2.1,3.5
902,31-45,Some College,30k-60k,Urban,None,3.8,2.7,4.6,3.5,4.5,3.2,2.7
903,31-45,Bachelor's,30k-60k,Suburban,Seen,2.4,2.4,3.0,4.2,4.5,2.9,3.7
904,31-45,Bachelor's,30k-60k,Urban,Interacted,4.8,3.5,3.5,4.5,4.8,2.5,2.2
905,31-45,High School,>150k,Urban,Interacted,5.0,3.9,3.4,4.1,4.1,3.6,3.1
906,31-45,Some College,30k-60k,Urban,Seen,4.3,3.5,4.2,3.8,3.6,2.6,3.1
907,31-45,High School,60k-100k,Suburban,Interacted,4.3,4.4,4.2,3.7,4.1,3.9,3.7
908,31-45,Some College,30k-60k,Urban,Seen,3.7,4.0,3.9,3.9,4.6,3.7,3.6
909,31-45,Graduate Degree,30k-60k,Rural,Seen,3.0,3.0,3.3,4.1,4.8,4.3,2.9
910,31-45,Graduate Degree,60k-100k,Rural,Seen,4.2,3.7,3.7,3.1,4.9,4.1,2.9
911,31-45,Some College,>150k,Suburban,None,3.7,3.6,2.3,3.1,3.6,3.2,3.4
912,31-45,Graduate Degree,60k-100k,Urban,None,4.9,3.1,4.1,4.6,4.5,3.2,3.0
913,31-45,High School,30k-60k,Urban,None,4.5,3.5,4.0,3.3,4.7,2.3,3.3
914,31-45,Some College,30k-60k,Rural,Seen,2.5,2.7,2.8,3.5,4.1,3.2,1.9
915,31-45,High School,100k-150k,Rural,None,3.6,2.3,3.3,2.9,4.9,3.5,3.2
916,31-45,Bachelor's,>150k,Suburban,Seen,4.5,3.9,4.9,3.7,4.1,2.1,2.6
917,31-45,Bachelor's,>150k,Urban,None,3.6,2.3,4.0,3.9,4.9,2.7,2.9
918,31-45,Bachelor's,60k-100k,Urban,Interacted,3.8,4.1,3.9,3.7,4.0,3.6,2.9
919,31-45,Bachelor's,30k-60k,Suburban,Seen,2.1,3.1,3.5,3.1,4.6,3.4,2.2
920,31-45,Some College,30k-60k,Suburban,Seen,4.3,3.2,4.1,3.1,4.3,3.4,2.7
921,31-45,High School,60k-100k,Suburban,None,3.6,3.3,4.3,3.5,3.4,3.8,3.4
922,31-45,High School,60k-100k,Suburban,None,4.1,2.3,3.7,3.3,3.6,3.3,3.1
923,31-45,High School,30k-60k,Suburban,Interacted,4.7,4.0,3.9,3.7,4.4,3.2,3.9
924,31-45,High School,60k-100k,Rural,Seen,4.5,3.0,3.9,3.9,4.9,3.2,2.5
925,31-45,Bachelor's,<30k,Urban,Seen,2.2,3.7,3.3,3.9,4.6,2.8,2.7
926,31-45,Bachelor's,>150k,Rural,Seen,4.1,3.2,3.0,3.3,4.6,3.1,2.7
927,31-45,Bachelor's,<30k,Suburban,Interacted,3.7,4.4,3.6,2.9,3.8,4.0,2.4
928,31-45,Graduate Degree,30k-60k,Urban,None,4.2,4.0,3.5,3.8,4.3,2.9,2.0
929,31-45,High School,60k-100k,Urban,Interacted,3.2,3.5,5.0,4.3,4.1,3.6,2.3
930,31-45,Some College,<30k,Suburban,Seen,5.0,4.0,3.8,2.6,4.0,3.6,2.6
931,31-45,Graduate Degree,>150k,Urban,Seen,2.6,3.9,4.2,3.6,3.7,2.6,3.2
932,31-45,Graduate Degree,60k-100k,Urban,Seen,3.5,3.0,3.6,3.6,4.3,2.6,2.9
933,31-45,Some College,60k-100k,Suburban,None,5.0,3.9,3.4,4.1,3.8,2.1,3.1
934,31-45,Bachelor's,<30k,Urban,Interacted,2.7,3.3,2.9,3.2,4.1,2.5,3.1
935,31-45,Some College,<30k,Urban,Seen,4.9,2.7,4.0,3.3,2.6,3.5,3.0
936,31-45,Graduate Degree,60k-100k,Suburban,Seen,3.6,3.5,3.5,3.6,4.4,2.6,2.7
937,31-45,Graduate Degree,60k-100k,Urban,None,2.6,2.7,2.9,4.0,4.3,3.0,2.0
938,31-45,Graduate Degree,30k-60k,Rural,Interacted,3.5,3.8,3.2,3.8,4.1,3.4,2.0
939,31-45,High School,>150k,Suburban,Seen,3.3,3.0,4.5,3.9,5.0,2.9,2.1
940,31-45,Graduate Degree,30k-60k,Rural,Interacted,3.6,4.5,4.6,3.5,4.9,3.1,3.2
941,31-45,High School,<30k,Urban,None,3.8,3.2,4.1,4.4,3.6,3.6,2.5
942,31-45,High School,60k-100k,Suburban,None,4.2,2.4,3.8,3.4,4.6,3.5,3.3
943,31-45,High School,30k-60k,Rural,None,5.0,3.1,4.4,3.6,3.6,3.3,2.9
944,31-45,Some College,<30k,Urban,None,4.0,4.1,3.7,2.8,3.8,3.0,3.1
945,31-45,Bachelor's,30k-60k,Rural,None,3.7,3.3,4.4,3.8,3.8,3.0,2.1
946,31-45,Some College,100k-150k,Suburban,Seen,4.1,2.6,3.8,4.1,4.2,3.2,2.9
947,31-45,High School,30k-60k,Suburban,None,3.9,3.3,3.7,3.7,4.1,3.2,2.7
948,31-45,High School,30k-60k,Urban,Interacted,3.7,3.7,3.8,3.6,4.1,2.4,3.4
949,31-45,High School,60k-100k,Urban,Interacted,4.7,4.2,4.7,3.4,4.4,2.5,2.3
950,31-45,Some College,60k-100k,Suburban,Interacted,3.7,4.5,4.4,3.5,3.6,2.6,2.0
951,31-45,Graduate Degree,30k-60k,Urban,None,3.3,3.2,3.9,4.4,3.9,3.1,2.0
952,31-45,Some College,60k-100k,Suburban,Seen,3.5,3.9,4.2,3.1,3.6,3.2,2.6
953,31-45,Bachelor's,60k-100k,Urban,Seen,3.2,3.0,4.0,3.3,4.4,3.5,2.9
954,31-45,Bachelor's,60k-100k,Suburban,None,5.0,4.0,3.9,4.2,4.0,3.1,3.3
955,31-45,Bachelor's,<30k,Suburban,None,4.3,3.8,2.4,3.2,4.4,1.7,2.8
956,31-45,Bachelor's,60k-100k,Suburban,Seen,3.6,3.9,4.1,3.8,4.3,2.3,2.5
957,31-45,Bachelor's,30k-60k,Urban,Seen,3.7,3.9,3.3,3.7,3.8,3.6,2.4
958,31-45,High School,60k-100k,Rural,None,4.1,3.6,3.4,4.2,4.5,3.0,2.6
959,31-45,Bachelor's,60k-100k,Urban,Interacted,3.5,3.7,3.6,4.7,4.1,3.5,3.2
960,31-45,High School,30k-60k,Suburban,None,3.0,2.8,4.5,4.3,4.0,3.7,2.5
961,31-45,High School,30k-60k,Rural,Seen,2.9,3.0,3.4,3.4,3.9,3.6,2.9
962,31-45,High School,<30k,Urban,Seen,4.3,3.8,3.7,3.7,5.0,2.6,1.9
963,31-45,Some College,30k-60k,Suburban,Seen,4.8,3.3,3.6,4.9,4.3,3.1,2.7
964,31-45,High School,30k-60k,Urban,Interacted,2.6,2.9,4.3,4.2,3.3,3.2,3.2
965,31-45,Graduate Degree,>150k,Suburban,Seen,4.5,3.5,4.1,4.0,4.7,2.2,3.1
966,31-45,Graduate Degree,<30k,Urban,Interacted,3.4,3.3,3.5,4.2,3.4,2.4,2.9
967,31-45,Some College,30k-60k,Rural,None,4.5,4.2,3.5,3.7,3.8,3.7,2.2
968,31-45,Graduate Degree,30k-60k,Urban,None,3.6,2.8,4.0,4.1,4.2,3.1,2.2
969,31-45,High School,60k-100k,Rural,Seen,3.5,3.0,4.3,3.8,4.4,2.7,2.1
970,31-45,Bachelor's,30k-60k,Urban,Seen,4.3,3.2,3.7,5.0,4.1,2.1,3.5
971,31-45,High School,<30k,Suburban,Seen,5.0,4.5,3.5,3.2,2.9,2.5,3.2
972,31-45,Some College,30k-60k,Urban,Seen,4.7,3.8,4.3,3.5,4.4,2.9,2.6
973,31-45,Bachelor's,30k-60k,Urban,Seen,3.0,3.0,4.5,3.7,5.0,3.1,2.9
974,31-45,Bachelor's,30k-60k,Urban,Seen,4.1,4.0,3.0,3.3,3.8,3.2,2.3
975,31-45,Some College,60k-100k,Suburban,Seen,4.2,3.5,4.2,4.3,3.4,4.0,3.3
976,31-45,Graduate Degree,30k-60k,Suburban,Seen,3.4,3.1,3.1,3.6,3.7,2.9,2.3
977,31-45,High School,60k-100k,Suburban,None,5.0,3.9,4.2,3.3,4.5,3.0,2.4
978,31-45,Some College,30k-60k,Rural,Interacted,3.1,3.6,4.1,4.4,4.1,3.1,2.8
979,31-45,Bachelor's,100k-150k,Urban,Seen,5.0,3.8,4.3,3.8,3.9,3.6,3.0
980,31-45,Some College,100k-150k,Suburban,Interacted,3.8,3.8,3.3,3.5,4.4,3.8,3.5
981,31-45,Some College,60k-100k,Suburban,Seen,3.4,3.2,4.8,3.2,4.2,3.7,2.5
982,31-45,Some College,60k-100k,Urban,None,2.8,2.4,3.6,3.5,4.3,3.1,2.3
983,31-45,High School,100k-150k,Suburban,None,3.1,2.4,4.6,3.4,4.6,3.5,1.5
984,31-45,Graduate Degree,>150k,Rural,None,4.4,3.2,4.0,4.0,4.0,2.8,3.1
985,31-45,High School,<30k,Suburban,Seen,2.9,3.4,4.2,3.2,3.8,3.2,2.6
986,31-45,Some College,<30k,Suburban,Seen,5.0,4.0,3.5,4.0,4.0,2.5,2.4
987,31-45,Graduate Degree,<30k,Urban,None,4.3,3.2,4.2,4.0,4.4,3.5,2.8
988,31-45,High School,60k-100k,Suburban,Seen,5.0,3.1,4.2,4.1,3.8,3.0,2.5
989,31-45,High School,100k-150k,Urban,None,3.7,3.1,3.8,4.1,3.9,2.9,2.8
990,31-45,Bachelor's,30k-60k,Urban,Seen,3.3,3.4,3.4,3.5,4.6,3.0,3.0
991,31-45,High School,100k-150k,Suburban,Seen,3.5,3.2,3.7,4.1,4.1,3.6,3.2
992,31-45,Bachelor's,<30k,Suburban,Interacted,4.1,4.6,4.0,4.4,3.3,2.8,2.8
993,31-45,Some College,30k-60k,Suburban,Interacted,4.0,3.9,4.4,3.3,4.7,3.2,2.0
994,31-45,High School,60k-100k,Urban,None,4.0,3.3,4.4,3.6,4.8,2.9,2.9
995,31-45,Bachelor's,<30k,Urban,None,3.8,2.7,4.4,3.0,4.6,3.5,3.5
996,31-45,Bachelor's,>150k,Suburban,Seen,3.5,3.8,3.7,4.6,4.7,3.0,3.2
997,31-45,Some College,30k-60k,Urban,None,3.8,3.5,3.7,4.0,4.1,3.2,2.6
998,31-45,Bachelor's,<30k,Urban,Seen,4.6,4.8,4.5,3.6,4.0,3.6,3.8
999,31-45,Some College,30k-60k,Urban,None,4.3,2.9,4.0,4.2,4.0,2.9,3.0
1000,31-45,Some College,>150k,Suburban,None,2.8,2.8,4.7,4.1,4.0,2.7,3.3
1001,31-45,High School,60k-100k,Urban,None,4.8,4.7,3.8,3.3,4.5,3.4,2.4
1002,31-45,Graduate Degree,30k-60k,Rural,None,3.3,2.9,3.3,3.5,5.0,2.4,3.2
1003,31-45,High School,30k-60k,Suburban,None,4.0,3.2,3.4,3.8,4.4,3.6,2.8
1004,31-45,Bachelor's,<30k,Urban,Seen,4.1,3.1,3.1,3.5,3.9,2.9,1.4
1005,31-45,Bachelor's,30k-60k,Urban,None,5.0,3.3,3.7,3.3,4.0,2.6,3.2
1006,31-45,Bachelor's,100k-150k,Suburban,Interacted,4.8,4.6,3.2,2.7,4.6,3.5,2.6
1007,31-45,High School,60k-100k,Suburban,None,3.7,3.7,3.6,3.4,4.3,3.6,2.4
1008,31-45,Bachelor's,60k-100k,Urban,None,3.4,2.2,4.3,3.0,4.4,3.2,3.1
1009,31-45,Bachelor's,<30k,Urban,Seen,4.6,4.0,3.2,4.3,4.0,3.3,1.9
1010,31-45,Some College,>150k,Rural,None,3.6,2.8,3.1,3.3,5.0,4.1,2.8
1011,31-45,High School,<30k,Urban,Seen,3.1,3.6,4.5,3.7,3.2,3.0,2.8
1012,31-45,Graduate Degree,<30k,Urban,Seen,4.7,4.0,3.1,4.0,4.2,3.3,2.9
1013,31-45,Bachelor's,60k-100k,Suburban,Seen,3.4,3.4,3.0,4.1,4.9,4.3,3.5
1014,31-45,Some College,<30k,Urban,Seen,3.0,2.4,3.7,3.2,4.3,3.2,3.0
1015,31-45,Bachelor's,60k-100k,Suburban,None,4.4,3.2,3.7,2.5,3.4,2.8,3.2
1016,31-45,High School,30k-60k,Urban,None,5.0,3.5,3.7,3.7,4.3,3.3,2.6
1017,31-45,High School,30k-60k,Rural,Interacted,2.4,3.7,2.9,4.2,4.6,3.2,2.8
1018,31-45,Bachelor's,30k-60k,Urban,Seen,4.2,3.5,4.5,3.2,4.5,2.5,2.6
1019,31-45,High School,60k-100k,Urban,Interacted,4.1,4.6,4.1,4.0,4.4,2.5,2.7
1020,31-45,High School,60k-100k,Urban,None,4.1,3.1,3.8,4.3,3.6,3.8,2.7
1021,31-45,High School,<30k,Suburban,None,3.4,2.8,3.6,4.0,4.4,2.1,3.1
1022,31-45,Some College,100k-150k,Urban,None,3.4,3.7,4.0,3.5,4.3,2.6,3.0
1023,31-45,Some College,100k-150k,Urban,Seen,5.0,3.7,3.0,3.0,4.4,3.0,2.9
1024,31-45,Bachelor's,60k-100k,Suburban,Interacted,4.1,3.9,4.1,3.0,4.1,2.9,3.6
1025,31-45,Bachelor's,100k-150k,Suburban,Seen,3.1,2.0,4.4,2.9,4.3,2.5,3.2
1026,31-45,Some College,>150k,Urban,Seen,3.3,3.9,4.2,4.1,4.4,3.2,2.3
1027,31-45,Graduate Degree,30k-60k,Urban,Seen,4.3,2.8,4.8,3.5,4.1,3.7,2.0
1028,31-45,Graduate Degree,30k-60k,Urban,Interacted,3.7,3.8,4.0,3.4,3.8,3.3,3.4
1029,31-45,High School,<30k,Suburban,Seen,3.4,2.1,4.2,3.5,3.9,3.6,2.6
1030,31-45,Some College,<30k,Suburban,Interacted,5.0,4.6,3.3,3.2,3.8,2.9,2.6
1031,31-45,Bachelor's,60k-100k,Urban,Seen,3.2,3.1,4.4,3.1,3.6,2.8,2.1
1032,31-45,High School,60k-100k,Urban,Seen,3.3,3.6,4.1,3.4,4.1,3.4,2.5
1033,31-45,Some College,<30k,Urban,None,5.0,3.4,4.6,3.8,4.4,3.3,2.2
1034,31-45,Graduate Degree,<30k,Suburban,Seen,5.0,3.1,4.2,3.5,4.9,3.3,2.8
1035,31-45,High School,100k-150k,Suburban,Seen,3.4,3.1,3.7,3.7,4.1,3.1,2.5
1036,31-45,Some College,<30k,Suburban,None,3.7,2.8,3.9,4.3,4.7,2.9,2.7
1037,31-45,Graduate Degree,30k-60k,Urban,Seen,4.7,3.5,3.9,3.3,4.7,3.8,2.8
1038,31-45,Bachelor's,60k-100k,Suburban,None,3.2,3.5,3.4,4.2,4.9,3.2,3.3
1039,31-45,Bachelor's,>150k,Urban,Seen,3.8,3.6,4.2,4.1,4.3,2.8,2.8
1040,31-45,Some College,<30k,Suburban,Seen,3.2,2.8,3.3,3.3,4.1,3.4,3.1
1041,31-45,High School,100k-150k,Rural,None,3.7,4.1,4.1,3.9,3.6,3.9,2.4
1042,31-45,Bachelor's,30k-60k,Suburban,Interacted,4.5,4.1,2.8,2.5,3.9,3.0,3.5
1043,31-45,Graduate Degree,100k-150k,Urban,Seen,4.4,3.3,4.0,3.6,3.9,3.2,3.5
1044,31-45,High School,30k-60k,Rural,None,3.9,2.9,3.3,4.5,4.5,2.9,2.8
1045,31-45,Bachelor's,30k-60k,Suburban,Interacted,4.4,3.3,3.6,4.3,3.9,3.8,3.4
1046,31-45,High School,60k-100k,Rural,None,3.0,2.6,3.6,3.1,4.0,2.9,1.9
1047,31-45,Bachelor's,<30k,Suburban,Seen,5.0,4.3,3.5,4.1,5.0,3.6,2.5
1048,31-45,Bachelor's,30k-60k,Urban,None,4.6,3.1,3.6,3.4,4.3,3.7,2.4
1049,31-45,Bachelor's,30k-60k,Suburban,Interacted,4.3,4.2,3.5,4.4,4.3,2.4,2.9
